,Episodes,Avg_rewards,alpha,gamma,epsilon
664,6641,119.1,0.6,0.99,0.1
665,6651,102.6,0.6,0.99,0.1
666,6661,119.1,0.6,0.99,0.1
667,6671,132.2,0.6,0.99,0.1
668,6681,102.8,0.6,0.99,0.1
669,6691,156.1,0.6,0.99,0.1
670,6701,70.2,0.6,0.99,0.1
671,6711,105.9,0.6,0.99,0.1
672,6721,143.8,0.6,0.99,0.1
673,6731,143.9,0.6,0.99,0.1
674,6741,117.7,0.6,0.99,0.1
675,6751,132.7,0.6,0.99,0.1
676,6761,148.1,0.6,0.99,0.1
677,6771,149.5,0.6,0.99,0.1
678,6781,108.4,0.6,0.99,0.1
679,6791,153.5,0.6,0.99,0.1
680,6801,119.0,0.6,0.99,0.1
681,6811,90.7,0.6,0.99,0.1
682,6821,75.7,0.6,0.99,0.1
683,6831,74.1,0.6,0.99,0.1
684,6841,135.8,0.6,0.99,0.1
685,6851,88.0,0.6,0.99,0.1
686,6861,82.1,0.6,0.99,0.1
687,6871,149.9,0.6,0.99,0.1
688,6881,85.3,0.6,0.99,0.1
689,6891,125.1,0.6,0.99,0.1
690,6901,153.1,0.6,0.99,0.1
691,6911,170.4,0.6,0.99,0.1
692,6921,91.4,0.6,0.99,0.1
693,6931,136.8,0.6,0.99,0.1
694,6941,94.8,0.6,0.99,0.1
695,6951,65.2,0.6,0.99,0.1
696,6961,70.6,0.6,0.99,0.1
697,6971,81.8,0.6,0.99,0.1
698,6981,97.1,0.6,0.99,0.1
699,6991,67.9,0.6,0.99,0.1
700,7001,101.4,0.6,0.99,0.1
701,7011,136.2,0.6,0.99,0.1
702,7021,74.1,0.6,0.99,0.1
703,7031,73.9,0.6,0.99,0.1
704,7041,93.6,0.6,0.99,0.1
705,7051,105.3,0.6,0.99,0.1
706,7061,89.7,0.6,0.99,0.1
707,7071,94.4,0.6,0.99,0.1
708,7081,106.6,0.6,0.99,0.1
709,7091,86.8,0.6,0.99,0.1
710,7101,88.7,0.6,0.99,0.1
711,7111,83.8,0.6,0.99,0.1
712,7121,99.2,0.6,0.99,0.1
713,7131,73.4,0.6,0.99,0.1
714,7141,77.6,0.6,0.99,0.1
715,7151,101.4,0.6,0.99,0.1
716,7161,72.5,0.6,0.99,0.1
717,7171,67.1,0.6,0.99,0.1
718,7181,184.3,0.6,0.99,0.1
719,7191,136.6,0.6,0.99,0.1
720,7201,112.6,0.6,0.99,0.1
721,7211,132.7,0.6,0.99,0.1
722,7221,108.5,0.6,0.99,0.1
723,7231,105.1,0.6,0.99,0.1
724,7241,108.7,0.6,0.99,0.1
725,7251,100.5,0.6,0.99,0.1
726,7261,93.0,0.6,0.99,0.1
727,7271,72.9,0.6,0.99,0.1
728,7281,105.1,0.6,0.99,0.1
729,7291,124.3,0.6,0.99,0.1
730,7301,96.0,0.6,0.99,0.1
731,7311,113.5,0.6,0.99,0.1
732,7321,83.5,0.6,0.99,0.1
733,7331,73.7,0.6,0.99,0.1
734,7341,71.9,0.6,0.99,0.1
735,7351,96.1,0.6,0.99,0.1
736,7361,137.9,0.6,0.99,0.1
737,7371,127.3,0.6,0.99,0.1
738,7381,80.8,0.6,0.99,0.1
739,7391,43.6,0.6,0.99,0.1
740,7401,42.9,0.6,0.99,0.1
741,7411,100.5,0.6,0.99,0.1
742,7421,101.3,0.6,0.99,0.1
743,7431,118.9,0.6,0.99,0.1
744,7441,124.1,0.6,0.99,0.1
745,7451,118.1,0.6,0.99,0.1
746,7461,99.7,0.6,0.99,0.1
747,7471,87.5,0.6,0.99,0.1
748,7481,104.8,0.6,0.99,0.1
749,7491,112.0,0.6,0.99,0.1
750,7501,99.8,0.6,0.99,0.1
751,7511,71.2,0.6,0.99,0.1
752,7521,93.0,0.6,0.99,0.1
753,7531,81.5,0.6,0.99,0.1
754,7541,122.8,0.6,0.99,0.1
755,7551,130.7,0.6,0.99,0.1
756,7561,120.6,0.6,0.99,0.1
757,7571,92.3,0.6,0.99,0.1
758,7581,100.9,0.6,0.99,0.1
759,7591,115.5,0.6,0.99,0.1
760,7601,66.9,0.6,0.99,0.1
761,7611,73.6,0.6,0.99,0.1
762,7621,148.6,0.6,0.99,0.1
763,7631,110.6,0.6,0.99,0.1
764,7641,135.1,0.6,0.99,0.1
765,7651,112.4,0.6,0.99,0.1
766,7661,91.6,0.6,0.99,0.1
767,7671,145.9,0.6,0.99,0.1
768,7681,87.4,0.6,0.99,0.1
769,7691,104.2,0.6,0.99,0.1
770,7701,100.5,0.6,0.99,0.1
771,7711,90.9,0.6,0.99,0.1
772,7721,133.2,0.6,0.99,0.1
773,7731,128.3,0.6,0.99,0.1
774,7741,104.8,0.6,0.99,0.1
775,7751,82.5,0.6,0.99,0.1
776,7761,93.7,0.6,0.99,0.1
777,7771,131.2,0.6,0.99,0.1
778,7781,93.0,0.6,0.99,0.1
779,7791,133.2,0.6,0.99,0.1
780,7801,96.1,0.6,0.99,0.1
781,7811,147.1,0.6,0.99,0.1
782,7821,60.8,0.6,0.99,0.1
783,7831,81.0,0.6,0.99,0.1
784,7841,69.0,0.6,0.99,0.1
785,7851,75.2,0.6,0.99,0.1
786,7861,99.9,0.6,0.99,0.1
787,7871,132.4,0.6,0.99,0.1
788,7881,137.9,0.6,0.99,0.1
789,7891,114.8,0.6,0.99,0.1
790,7901,135.1,0.6,0.99,0.1
791,7911,105.9,0.6,0.99,0.1
792,7921,118.1,0.6,0.99,0.1
793,7931,63.2,0.6,0.99,0.1
794,7941,143.9,0.6,0.99,0.1
795,7951,150.7,0.6,0.99,0.1
796,7961,104.6,0.6,0.99,0.1
797,7971,142.6,0.6,0.99,0.1
798,7981,136.9,0.6,0.99,0.1
799,7991,80.3,0.6,0.99,0.1
800,8001,92.1,0.6,0.99,0.1
801,8011,107.4,0.6,0.99,0.1
802,8021,70.6,0.6,0.99,0.1
803,8031,102.3,0.6,0.99,0.1
804,8041,71.5,0.6,0.99,0.1
805,8051,94.2,0.6,0.99,0.1
806,8061,92.6,0.6,0.99,0.1
807,8071,132.9,0.6,0.99,0.1
808,8081,103.6,0.6,0.99,0.1
809,8091,114.6,0.6,0.99,0.1
810,8101,75.7,0.6,0.99,0.1
811,8111,94.7,0.6,0.99,0.1
812,8121,62.6,0.6,0.99,0.1
813,8131,73.2,0.6,0.99,0.1
814,8141,69.9,0.6,0.99,0.1
815,8151,55.0,0.6,0.99,0.1
816,8161,62.0,0.6,0.99,0.1
817,8171,80.5,0.6,0.99,0.1
818,8181,58.8,0.6,0.99,0.1
819,8191,87.3,0.6,0.99,0.1
820,8201,130.1,0.6,0.99,0.1
821,8211,68.0,0.6,0.99,0.1
822,8221,96.4,0.6,0.99,0.1
823,8231,89.8,0.6,0.99,0.1
824,8241,97.7,0.6,0.99,0.1
825,8251,78.4,0.6,0.99,0.1
826,8261,55.9,0.6,0.99,0.1
827,8271,66.5,0.6,0.99,0.1
828,8281,75.0,0.6,0.99,0.1
829,8291,49.2,0.6,0.99,0.1
830,8301,63.4,0.6,0.99,0.1
831,8311,89.3,0.6,0.99,0.1
832,8321,60.0,0.6,0.99,0.1
833,8331,115.7,0.6,0.99,0.1
834,8341,87.1,0.6,0.99,0.1
835,8351,69.6,0.6,0.99,0.1
836,8361,132.2,0.6,0.99,0.1
837,8371,109.5,0.6,0.99,0.1
838,8381,74.6,0.6,0.99,0.1
839,8391,100.0,0.6,0.99,0.1
840,8401,129.7,0.6,0.99,0.1
841,8411,96.6,0.6,0.99,0.1
842,8421,128.5,0.6,0.99,0.1
843,8431,85.7,0.6,0.99,0.1
844,8441,141.3,0.6,0.99,0.1
845,8451,101.5,0.6,0.99,0.1
846,8461,109.1,0.6,0.99,0.1
847,8471,169.5,0.6,0.99,0.1
848,8481,76.7,0.6,0.99,0.1
849,8491,83.5,0.6,0.99,0.1
850,8501,107.1,0.6,0.99,0.1
851,8511,121.5,0.6,0.99,0.1
852,8521,94.6,0.6,0.99,0.1
853,8531,103.3,0.6,0.99,0.1
854,8541,107.0,0.6,0.99,0.1
855,8551,73.7,0.6,0.99,0.1
856,8561,119.3,0.6,0.99,0.1
857,8571,146.0,0.6,0.99,0.1
858,8581,93.0,0.6,0.99,0.1
859,8591,135.7,0.6,0.99,0.1
860,8601,95.1,0.6,0.99,0.1
861,8611,163.0,0.6,0.99,0.1
862,8621,122.8,0.6,0.99,0.1
863,8631,154.9,0.6,0.99,0.1
864,8641,103.3,0.6,0.99,0.1
865,8651,67.5,0.6,0.99,0.1
866,8661,87.0,0.6,0.99,0.1
867,8671,59.0,0.6,0.99,0.1
868,8681,60.4,0.6,0.99,0.1
869,8691,61.4,0.6,0.99,0.1
870,8701,132.8,0.6,0.99,0.1
871,8711,112.1,0.6,0.99,0.1
872,8721,147.6,0.6,0.99,0.1
873,8731,136.4,0.6,0.99,0.1
874,8741,200.2,0.6,0.99,0.1
875,8751,86.3,0.6,0.99,0.1
876,8761,96.6,0.6,0.99,0.1
877,8771,73.3,0.6,0.99,0.1
878,8781,119.2,0.6,0.99,0.1
879,8791,104.8,0.6,0.99,0.1
880,8801,78.6,0.6,0.99,0.1
881,8811,169.5,0.6,0.99,0.1
882,8821,145.5,0.6,0.99,0.1
883,8831,62.7,0.6,0.99,0.1
884,8841,97.2,0.6,0.99,0.1
885,8851,111.3,0.6,0.99,0.1
886,8861,94.5,0.6,0.99,0.1
887,8871,94.6,0.6,0.99,0.1
888,8881,110.1,0.6,0.99,0.1
889,8891,81.3,0.6,0.99,0.1
890,8901,86.0,0.6,0.99,0.1
891,8911,106.2,0.6,0.99,0.1
892,8921,80.8,0.6,0.99,0.1
893,8931,89.1,0.6,0.99,0.1
894,8941,104.1,0.6,0.99,0.1
895,8951,96.4,0.6,0.99,0.1
896,8961,100.7,0.6,0.99,0.1
897,8971,108.2,0.6,0.99,0.1
898,8981,72.1,0.6,0.99,0.1
899,8991,74.0,0.6,0.99,0.1
900,9001,73.7,0.6,0.99,0.1
901,9011,60.3,0.6,0.99,0.1
902,9021,74.1,0.6,0.99,0.1
903,9031,97.0,0.6,0.99,0.1
904,9041,100.6,0.6,0.99,0.1
905,9051,164.5,0.6,0.99,0.1
906,9061,96.5,0.6,0.99,0.1
907,9071,63.8,0.6,0.99,0.1
908,9081,101.3,0.6,0.99,0.1
909,9091,134.1,0.6,0.99,0.1
910,9101,127.8,0.6,0.99,0.1
911,9111,78.7,0.6,0.99,0.1
912,9121,78.1,0.6,0.99,0.1
913,9131,87.0,0.6,0.99,0.1
914,9141,89.5,0.6,0.99,0.1
915,9151,91.1,0.6,0.99,0.1
916,9161,62.3,0.6,0.99,0.1
917,9171,92.2,0.6,0.99,0.1
918,9181,98.4,0.6,0.99,0.1
919,9191,70.4,0.6,0.99,0.1
920,9201,70.0,0.6,0.99,0.1
921,9211,87.8,0.6,0.99,0.1
922,9221,58.8,0.6,0.99,0.1
923,9231,87.2,0.6,0.99,0.1
924,9241,70.9,0.6,0.99,0.1
925,9251,51.2,0.6,0.99,0.1
926,9261,93.5,0.6,0.99,0.1
927,9271,88.8,0.6,0.99,0.1
928,9281,77.6,0.6,0.99,0.1
929,9291,52.8,0.6,0.99,0.1
930,9301,130.8,0.6,0.99,0.1
931,9311,62.3,0.6,0.99,0.1
932,9321,85.3,0.6,0.99,0.1
933,9331,67.5,0.6,0.99,0.1
934,9341,112.6,0.6,0.99,0.1
935,9351,89.4,0.6,0.99,0.1
936,9361,70.4,0.6,0.99,0.1
937,9371,88.3,0.6,0.99,0.1
938,9381,108.7,0.6,0.99,0.1
939,9391,86.1,0.6,0.99,0.1
940,9401,64.1,0.6,0.99,0.1
941,9411,65.8,0.6,0.99,0.1
942,9421,86.5,0.6,0.99,0.1
943,9431,87.5,0.6,0.99,0.1
944,9441,50.5,0.6,0.99,0.1
945,9451,75.2,0.6,0.99,0.1
946,9461,63.8,0.6,0.99,0.1
947,9471,75.1,0.6,0.99,0.1
948,9481,76.3,0.6,0.99,0.1
949,9491,90.1,0.6,0.99,0.1
950,9501,62.4,0.6,0.99,0.1
951,9511,53.5,0.6,0.99,0.1
952,9521,68.7,0.6,0.99,0.1
953,9531,78.9,0.6,0.99,0.1
954,9541,90.6,0.6,0.99,0.1
955,9551,65.5,0.6,0.99,0.1
956,9561,62.5,0.6,0.99,0.1
957,9571,59.3,0.6,0.99,0.1
958,9581,75.6,0.6,0.99,0.1
959,9591,83.1,0.6,0.99,0.1
960,9601,74.3,0.6,0.99,0.1
961,9611,74.0,0.6,0.99,0.1
962,9621,139.0,0.6,0.99,0.1
963,9631,91.7,0.6,0.99,0.1
964,9641,97.3,0.6,0.99,0.1
965,9651,55.5,0.6,0.99,0.1
966,9661,87.6,0.6,0.99,0.1
967,9671,103.4,0.6,0.99,0.1
968,9681,88.8,0.6,0.99,0.1
969,9691,95.4,0.6,0.99,0.1
970,9701,103.7,0.6,0.99,0.1
971,9711,86.7,0.6,0.99,0.1
972,9721,120.8,0.6,0.99,0.1
973,9731,105.7,0.6,0.99,0.1
974,9741,130.0,0.6,0.99,0.1
975,9751,121.6,0.6,0.99,0.1
976,9761,147.2,0.6,0.99,0.1
977,9771,108.4,0.6,0.99,0.1
978,9781,72.2,0.6,0.99,0.1
979,9791,65.9,0.6,0.99,0.1
980,9801,52.3,0.6,0.99,0.1
981,9811,67.0,0.6,0.99,0.1
982,9821,60.8,0.6,0.99,0.1
983,9831,53.2,0.6,0.99,0.1
984,9841,59.4,0.6,0.99,0.1
985,9851,103.2,0.6,0.99,0.1
986,9861,80.6,0.6,0.99,0.1
987,9871,66.7,0.6,0.99,0.1
988,9881,81.9,0.6,0.99,0.1
989,9891,99.7,0.6,0.99,0.1
990,9901,149.3,0.6,0.99,0.1
991,9911,124.4,0.6,0.99,0.1
992,9921,117.1,0.6,0.99,0.1
993,9931,76.7,0.6,0.99,0.1
994,9941,89.7,0.6,0.99,0.1
995,9951,73.0,0.6,0.99,0.1
996,9961,75.6,0.6,0.99,0.1
997,9971,102.3,0.6,0.99,0.1
998,9981,74.9,0.6,0.99,0.1
999,9991,75.3,0.6,0.99,0.1
1000,10001,84.7,0.6,0.99,0.1
1001,10011,90.2,0.6,0.99,0.1
1002,10021,136.5,0.6,0.99,0.1
1003,10031,115.6,0.6,0.99,0.1
1004,10041,176.3,0.6,0.99,0.1
1005,10051,77.1,0.6,0.99,0.1
1006,10061,155.1,0.6,0.99,0.1
1007,10071,130.4,0.6,0.99,0.1
1008,10081,140.6,0.6,0.99,0.1
1009,10091,125.8,0.6,0.99,0.1
1010,10101,95.0,0.6,0.99,0.1
1011,10111,138.4,0.6,0.99,0.1
1012,10121,134.6,0.6,0.99,0.1
1013,10131,125.0,0.6,0.99,0.1
1014,10141,93.0,0.6,0.99,0.1
1015,10151,101.3,0.6,0.99,0.1
1016,10161,98.5,0.6,0.99,0.1
1017,10171,116.3,0.6,0.99,0.1
1018,10181,190.2,0.6,0.99,0.1
1019,10191,81.6,0.6,0.99,0.1
1020,10201,98.5,0.6,0.99,0.1
1021,10211,103.1,0.6,0.99,0.1
1022,10221,120.3,0.6,0.99,0.1
1023,10231,89.3,0.6,0.99,0.1
1024,10241,122.5,0.6,0.99,0.1
1025,10251,83.9,0.6,0.99,0.1
1026,10261,78.8,0.6,0.99,0.1
1027,10271,85.4,0.6,0.99,0.1
1028,10281,82.2,0.6,0.99,0.1
1029,10291,99.5,0.6,0.99,0.1
1030,10301,140.5,0.6,0.99,0.1
1031,10311,174.2,0.6,0.99,0.1
1032,10321,82.1,0.6,0.99,0.1
1033,10331,96.0,0.6,0.99,0.1
1034,10341,100.7,0.6,0.99,0.1
1035,10351,105.7,0.6,0.99,0.1
1036,10361,89.5,0.6,0.99,0.1
1037,10371,110.6,0.6,0.99,0.1
1038,10381,99.1,0.6,0.99,0.1
1039,10391,82.2,0.6,0.99,0.1
1040,10401,80.9,0.6,0.99,0.1
1041,10411,138.6,0.6,0.99,0.1
1042,10421,88.1,0.6,0.99,0.1
1043,10431,128.2,0.6,0.99,0.1
1044,10441,123.7,0.6,0.99,0.1
1045,10451,97.8,0.6,0.99,0.1
1046,10461,93.0,0.6,0.99,0.1
1047,10471,121.3,0.6,0.99,0.1
1048,10481,89.8,0.6,0.99,0.1
1049,10491,71.5,0.6,0.99,0.1
1050,10501,86.3,0.6,0.99,0.1
1051,10511,101.4,0.6,0.99,0.1
1052,10521,105.0,0.6,0.99,0.1
1053,10531,123.2,0.6,0.99,0.1
1054,10541,90.1,0.6,0.99,0.1
1055,10551,69.9,0.6,0.99,0.1
1056,10561,71.0,0.6,0.99,0.1
1057,10571,89.5,0.6,0.99,0.1
1058,10581,93.9,0.6,0.99,0.1
1059,10591,117.1,0.6,0.99,0.1
1060,10601,152.9,0.6,0.99,0.1
1061,10611,73.4,0.6,0.99,0.1
1062,10621,97.8,0.6,0.99,0.1
1063,10631,118.0,0.6,0.99,0.1
1064,10641,105.7,0.6,0.99,0.1
1065,10651,112.8,0.6,0.99,0.1
1066,10661,89.9,0.6,0.99,0.1
1067,10671,101.8,0.6,0.99,0.1
1068,10681,91.8,0.6,0.99,0.1
1069,10691,130.8,0.6,0.99,0.1
1070,10701,94.3,0.6,0.99,0.1
1071,10711,73.8,0.6,0.99,0.1
1072,10721,88.3,0.6,0.99,0.1
1073,10731,87.1,0.6,0.99,0.1
1074,10741,92.5,0.6,0.99,0.1
1075,10751,85.6,0.6,0.99,0.1
1076,10761,91.2,0.6,0.99,0.1
1077,10771,87.1,0.6,0.99,0.1
1078,10781,96.4,0.6,0.99,0.1
1079,10791,85.4,0.6,0.99,0.1
1080,10801,89.1,0.6,0.99,0.1
1081,10811,86.1,0.6,0.99,0.1
1082,10821,86.3,0.6,0.99,0.1
1083,10831,83.3,0.6,0.99,0.1
1084,10841,90.9,0.6,0.99,0.1
1085,10851,82.8,0.6,0.99,0.1
1086,10861,102.5,0.6,0.99,0.1
1087,10871,78.4,0.6,0.99,0.1
1088,10881,74.8,0.6,0.99,0.1
1089,10891,55.3,0.6,0.99,0.1
1090,10901,71.8,0.6,0.99,0.1
1091,10911,92.2,0.6,0.99,0.1
1092,10921,69.1,0.6,0.99,0.1
1093,10931,68.7,0.6,0.99,0.1
1094,10941,87.5,0.6,0.99,0.1
1095,10951,85.1,0.6,0.99,0.1
1096,10961,79.9,0.6,0.99,0.1
1097,10971,124.9,0.6,0.99,0.1
1098,10981,119.3,0.6,0.99,0.1
1099,10991,71.0,0.6,0.99,0.1
1100,11001,92.7,0.6,0.99,0.1
1101,11011,77.2,0.6,0.99,0.1
1102,11021,74.4,0.6,0.99,0.1
1103,11031,79.7,0.6,0.99,0.1
1104,11041,58.1,0.6,0.99,0.1
1105,11051,76.5,0.6,0.99,0.1
1106,11061,80.1,0.6,0.99,0.1
1107,11071,75.1,0.6,0.99,0.1
1108,11081,140.9,0.6,0.99,0.1
1109,11091,171.8,0.6,0.99,0.1
1110,11101,135.4,0.6,0.99,0.1
1111,11111,202.3,0.6,0.99,0.1
1112,11121,111.0,0.6,0.99,0.1
1113,11131,71.2,0.6,0.99,0.1
1114,11141,90.1,0.6,0.99,0.1
1115,11151,108.3,0.6,0.99,0.1
1116,11161,120.9,0.6,0.99,0.1
1117,11171,181.8,0.6,0.99,0.1
1118,11181,102.9,0.6,0.99,0.1
1119,11191,114.4,0.6,0.99,0.1
1120,11201,86.5,0.6,0.99,0.1
1121,11211,67.0,0.6,0.99,0.1
1122,11221,123.2,0.6,0.99,0.1
1123,11231,88.7,0.6,0.99,0.1
1124,11241,150.0,0.6,0.99,0.1
1125,11251,156.6,0.6,0.99,0.1
1126,11261,153.2,0.6,0.99,0.1
1127,11271,70.0,0.6,0.99,0.1
1128,11281,104.7,0.6,0.99,0.1
1129,11291,83.1,0.6,0.99,0.1
1130,11301,99.3,0.6,0.99,0.1
1131,11311,145.7,0.6,0.99,0.1
1132,11321,113.4,0.6,0.99,0.1
1133,11331,120.6,0.6,0.99,0.1
1134,11341,95.1,0.6,0.99,0.1
1135,11351,111.3,0.6,0.99,0.1
1136,11361,129.8,0.6,0.99,0.1
1137,11371,111.9,0.6,0.99,0.1
1138,11381,88.5,0.6,0.99,0.1
1139,11391,87.9,0.6,0.99,0.1
1140,11401,143.4,0.6,0.99,0.1
1141,11411,101.7,0.6,0.99,0.1
1142,11421,80.7,0.6,0.99,0.1
1143,11431,113.7,0.6,0.99,0.1
1144,11441,179.7,0.6,0.99,0.1
1145,11451,103.7,0.6,0.99,0.1
1146,11461,134.6,0.6,0.99,0.1
1147,11471,132.3,0.6,0.99,0.1
1148,11481,104.7,0.6,0.99,0.1
1149,11491,85.8,0.6,0.99,0.1
1150,11501,96.5,0.6,0.99,0.1
1151,11511,116.6,0.6,0.99,0.1
1152,11521,113.1,0.6,0.99,0.1
1153,11531,73.3,0.6,0.99,0.1
1154,11541,85.5,0.6,0.99,0.1
1155,11551,129.2,0.6,0.99,0.1
1156,11561,86.6,0.6,0.99,0.1
1157,11571,75.3,0.6,0.99,0.1
1158,11581,73.5,0.6,0.99,0.1
1159,11591,76.1,0.6,0.99,0.1
1160,11601,74.8,0.6,0.99,0.1
1161,11611,63.4,0.6,0.99,0.1
1162,11621,81.0,0.6,0.99,0.1
1163,11631,116.5,0.6,0.99,0.1
1164,11641,103.1,0.6,0.99,0.1
1165,11651,92.9,0.6,0.99,0.1
1166,11661,137.0,0.6,0.99,0.1
1167,11671,135.6,0.6,0.99,0.1
1168,11681,94.1,0.6,0.99,0.1
1169,11691,203.0,0.6,0.99,0.1
1170,11701,208.1,0.6,0.99,0.1
1171,11711,117.2,0.6,0.99,0.1
1172,11721,146.2,0.6,0.99,0.1
1173,11731,161.0,0.6,0.99,0.1
1174,11741,150.0,0.6,0.99,0.1
1175,11751,164.5,0.6,0.99,0.1
1176,11761,131.8,0.6,0.99,0.1
1177,11771,142.7,0.6,0.99,0.1
1178,11781,130.2,0.6,0.99,0.1
1179,11791,61.0,0.6,0.99,0.1
1180,11801,168.6,0.6,0.99,0.1
1181,11811,158.7,0.6,0.99,0.1
1182,11821,122.7,0.6,0.99,0.1
1183,11831,179.2,0.6,0.99,0.1
1184,11841,150.3,0.6,0.99,0.1
1185,11851,128.4,0.6,0.99,0.1
1186,11861,140.5,0.6,0.99,0.1
1187,11871,95.9,0.6,0.99,0.1
1188,11881,94.4,0.6,0.99,0.1
1189,11891,179.0,0.6,0.99,0.1
1190,11901,133.0,0.6,0.99,0.1
1191,11911,93.5,0.6,0.99,0.1
1192,11921,84.7,0.6,0.99,0.1
1193,11931,153.1,0.6,0.99,0.1
1194,11941,156.4,0.6,0.99,0.1
1195,11951,109.7,0.6,0.99,0.1
1196,11961,111.1,0.6,0.99,0.1
1197,11971,103.2,0.6,0.99,0.1
1198,11981,148.6,0.6,0.99,0.1
1199,11991,84.3,0.6,0.99,0.1
1200,12001,137.0,0.6,0.99,0.1
1201,12011,102.8,0.6,0.99,0.1
1202,12021,163.4,0.6,0.99,0.1
1203,12031,103.7,0.6,0.99,0.1
1204,12041,70.3,0.6,0.99,0.1
1205,12051,65.5,0.6,0.99,0.1
1206,12061,94.9,0.6,0.99,0.1
1207,12071,97.3,0.6,0.99,0.1
1208,12081,79.9,0.6,0.99,0.1
1209,12091,63.0,0.6,0.99,0.1
1210,12101,143.0,0.6,0.99,0.1
1211,12111,96.8,0.6,0.99,0.1
1212,12121,125.6,0.6,0.99,0.1
1213,12131,79.3,0.6,0.99,0.1
1214,12141,110.1,0.6,0.99,0.1
1215,12151,142.9,0.6,0.99,0.1
1216,12161,89.5,0.6,0.99,0.1
1217,12171,125.0,0.6,0.99,0.1
1218,12181,99.9,0.6,0.99,0.1
1219,12191,113.4,0.6,0.99,0.1
1220,12201,109.6,0.6,0.99,0.1
1221,12211,96.4,0.6,0.99,0.1
1222,12221,107.8,0.6,0.99,0.1
1223,12231,124.1,0.6,0.99,0.1
1224,12241,96.3,0.6,0.99,0.1
1225,12251,96.7,0.6,0.99,0.1
1226,12261,74.1,0.6,0.99,0.1
1227,12271,74.7,0.6,0.99,0.1
1228,12281,107.4,0.6,0.99,0.1
1229,12291,89.5,0.6,0.99,0.1
1230,12301,91.1,0.6,0.99,0.1
1231,12311,105.8,0.6,0.99,0.1
1232,12321,93.9,0.6,0.99,0.1
1233,12331,138.7,0.6,0.99,0.1
1234,12341,121.5,0.6,0.99,0.1
1235,12351,97.3,0.6,0.99,0.1
1236,12361,159.3,0.6,0.99,0.1
1237,12371,80.3,0.6,0.99,0.1
1238,12381,210.3,0.6,0.99,0.1
1239,12391,143.5,0.6,0.99,0.1
1240,12401,76.4,0.6,0.99,0.1
1241,12411,128.6,0.6,0.99,0.1
1242,12421,151.7,0.6,0.99,0.1
1243,12431,104.5,0.6,0.99,0.1
1244,12441,121.2,0.6,0.99,0.1
1245,12451,77.0,0.6,0.99,0.1
1246,12461,114.8,0.6,0.99,0.1
1247,12471,119.1,0.6,0.99,0.1
1248,12481,106.6,0.6,0.99,0.1
1249,12491,83.2,0.6,0.99,0.1
1250,12501,91.7,0.6,0.99,0.1
1251,12511,141.8,0.6,0.99,0.1
1252,12521,123.4,0.6,0.99,0.1
1253,12531,121.6,0.6,0.99,0.1
1254,12541,97.3,0.6,0.99,0.1
1255,12551,96.3,0.6,0.99,0.1
1256,12561,175.2,0.6,0.99,0.1
1257,12571,122.3,0.6,0.99,0.1
1258,12581,123.9,0.6,0.99,0.1
1259,12591,96.5,0.6,0.99,0.1
1260,12601,105.4,0.6,0.99,0.1
1261,12611,97.3,0.6,0.99,0.1
1262,12621,96.6,0.6,0.99,0.1
1263,12631,84.2,0.6,0.99,0.1
1264,12641,121.3,0.6,0.99,0.1
1265,12651,103.4,0.6,0.99,0.1
1266,12661,115.7,0.6,0.99,0.1
1267,12671,94.9,0.6,0.99,0.1
1268,12681,116.5,0.6,0.99,0.1
1269,12691,115.7,0.6,0.99,0.1
1270,12701,93.8,0.6,0.99,0.1
1271,12711,79.4,0.6,0.99,0.1
1272,12721,107.0,0.6,0.99,0.1
1273,12731,87.0,0.6,0.99,0.1
1274,12741,78.6,0.6,0.99,0.1
1275,12751,91.7,0.6,0.99,0.1
1276,12761,107.4,0.6,0.99,0.1
1277,12771,100.9,0.6,0.99,0.1
1278,12781,121.4,0.6,0.99,0.1
1279,12791,112.5,0.6,0.99,0.1
1280,12801,144.7,0.6,0.99,0.1
1281,12811,90.4,0.6,0.99,0.1
1282,12821,88.9,0.6,0.99,0.1
1283,12831,79.3,0.6,0.99,0.1
1284,12841,91.8,0.6,0.99,0.1
1285,12851,95.5,0.6,0.99,0.1
1286,12861,78.6,0.6,0.99,0.1
1287,12871,83.1,0.6,0.99,0.1
1288,12881,87.3,0.6,0.99,0.1
1289,12891,122.2,0.6,0.99,0.1
1290,12901,125.7,0.6,0.99,0.1
1291,12911,118.7,0.6,0.99,0.1
1292,12921,69.5,0.6,0.99,0.1
1293,12931,109.3,0.6,0.99,0.1
1294,12941,80.0,0.6,0.99,0.1
1295,12951,86.0,0.6,0.99,0.1
1296,12961,102.4,0.6,0.99,0.1
1297,12971,97.1,0.6,0.99,0.1
1298,12981,98.1,0.6,0.99,0.1
1299,12991,114.3,0.6,0.99,0.1
1300,13001,70.9,0.6,0.99,0.1
1301,13011,114.2,0.6,0.99,0.1
1302,13021,102.1,0.6,0.99,0.1
1303,13031,96.9,0.6,0.99,0.1
1304,13041,170.3,0.6,0.99,0.1
1305,13051,191.5,0.6,0.99,0.1
1306,13061,153.1,0.6,0.99,0.1
1307,13071,89.8,0.6,0.99,0.1
1308,13081,116.9,0.6,0.99,0.1
1309,13091,82.8,0.6,0.99,0.1
1310,13101,66.1,0.6,0.99,0.1
1311,13111,110.3,0.6,0.99,0.1
1312,13121,73.9,0.6,0.99,0.1
1313,13131,134.4,0.6,0.99,0.1
